VisitId,Sequence,PersonId,PersonType,LocationId,LocationLevel,StartTime,EndTime
800,800,477,0,20,7,2020-07-01T11:35:51,2020-07-02T03:05:34
801,801,445,0,50,7,2020-06-19T05:29:03,2020-06-19T22:17:27
802,802,366,0,93,7,2020-06-29T00:32:53,2020-06-29T19:12:23
803,803,315,1,56,7,2020-06-17T05:15:04,2020-06-18T00:35:57
804,804,149,0,47,7,2020-07-01T02:13:43,2020-07-01T18:27:54
805,805,228,1,100,7,2020-07-08T06:41:49,2020-07-08T09:00:09
806,806,240,1,67,7,2020-06-16T14:08:43,2020-06-17T06:59:10
807,807,74,1,66,7,2020-07-02T18:11:47,2020-07-03T17:24:47
808,808,414,0,85,7,2020-06-26T06:44:40,2020-06-27T03:40:26
809,809,427,1,90,7,2020-06-17T03:06:30,2020-06-17T09:11:00
810,810,284,0,43,7,2020-06-24T22:04:09,2020-06-25T19:23:06
811,811,469,1,30,7,2020-06-13T04:38:25,2020-06-13T18:24:05
812,812,308,1,8,7,2020-07-04T08:13:53,2020-07-05T07:35:12
813,813,444,0,93,7,2020-06-27T13:45:40,2020-06-28T04:24:50
814,814,440,1,2,7,2020-06-27T23:00:09,2020-06-28T14:56:42
815,815,331,0,91,7,2020-06-21T19:08:48,2020-06-22T11:22:46
816,816,174,1,71,7,2020-06-13T05:07:21,2020-06-13T07:50:24
817,817,494,1,96,7,2020-07-05T11:50:08,2020-07-05T19:23:44
818,818,126,0,88,7,2020-06-19T01:32:26,2020-06-19T18:37:09
819,819,499,0,4,7,2020-06-28T18:13:27,2020-06-29T03:06:12
820,820,154,1,34,7,2020-06-30T19:49:16,2020-07-01T02:08:07
821,821,422,0,48,7,2020-07-03T10:33:01,2020-07-03T19:42:01
822,822,104,0,4,7,2020-06-21T00:26:35,2020-06-21T03:10:56
823,823,130,1,48,7,2020-06-12T06:21:10,2020-06-13T00:46:12
824,824,233,1,14,7,2020-07-05T02:33:42,2020-07-05T23:02:43
825,825,101,0,75,7,2020-07-02T04:35:38,2020-07-02T18:49:53
826,826,117,1,78,7,2020-07-06T03:46:22,2020-07-06T14:23:32
827,827,15,0,81,7,2020-06-10T08:11:26,2020-06-11T05:18:03
828,828,87,1,43,7,2020-06-24T00:10:13,2020-06-24T01:53:03
829,829,3,0,97,7,2020-07-05T21:25:35,2020-07-06T00:42:25
830,830,479,0,38,7,2020-06-14T06:02:02,2020-06-14T08:32:07
831,831,231,1,41,7,2020-06-23T21:50:36,2020-06-24T17:17:13
832,832,446,0,75,7,2020-06-15T05:13:51,2020-06-15T10:13:45
833,833,232,1,85,7,2020-06-23T04:18:23,2020-06-23T17:05:10
834,834,474,1,18,7,2020-06-17T17:08:22,2020-06-17T17:46:55
835,835,136,1,55,7,2020-06-29T15:28:11,2020-06-30T11:38:42
836,836,167,0,81,7,2020-07-02T02:44:17,2020-07-02T14:14:17
837,837,136,0,10,7,2020-06-23T10:10:49,2020-06-23T20:23:40
838,838,382,1,82,7,2020-06-19T19:29:17,2020-06-20T01:04:53
839,839,372,1,50,7,2020-06-26T18:39:03,2020-06-26T19:42:30
840,840,289,0,1,7,2020-06-30T00:40:04,2020-06-30T22:56:50
841,841,176,0,64,7,2020-07-07T20:35:06,2020-07-08T00:48:43
842,842,259,1,8,7,2020-06-24T19:39:21,2020-06-24T20:07:03
843,843,118,0,98,7,2020-06-20T22:50:45,2020-06-20T23:38:43
844,844,29,0,89,7,2020-06-12T03:58:11,2020-06-12T13:17:03
845,845,488,1,89,7,2020-07-04T20:29:53,2020-07-05T20:25:12
846,846,256,0,62,7,2020-06-21T11:09:28,2020-06-21T17:08:39
847,847,400,0,35,7,2020-06-13T13:54:33,2020-06-13T21:46:15
848,848,388,1,91,7,2020-06-25T08:19:48,2020-06-26T07:34:39
849,849,32,1,23,7,2020-07-08T02:35:04,2020-07-08T16:37:17
850,850,197,1,16,7,2020-06-14T14:26:46,2020-06-15T08:19:10
851,851,248,0,24,7,2020-06-17T22:02:06,2020-06-18T12:29:29
852,852,367,0,10,7,2020-06-19T06:37:59,2020-06-19T11:53:14
853,853,400,1,33,7,2020-07-07T18:34:12,2020-07-08T13:58:06
854,854,461,1,82,7,2020-06-27T17:46:59,2020-06-28T14:27:00
855,855,453,1,3,7,2020-06-28T06:39:15,2020-06-29T01:17:24
856,856,188,1,12,7,2020-06-15T05:23:35,2020-06-16T03:32:12
857,857,202,1,8,7,2020-06-18T21:29:15,2020-06-18T21:57:31
858,858,310,0,42,7,2020-06-28T23:49:20,2020-06-29T02:51:27
859,859,93,0,73,7,2020-06-18T07:41:51,2020-06-18T19:20:00
860,860,388,1,40,7,2020-06-09T20:30:20,2020-06-10T07:45:39
861,861,37,0,25,7,2020-06-10T14:19:11,2020-06-11T14:16:35
862,862,257,0,30,7,2020-06-19T23:42:24,2020-06-20T05:22:24
863,863,323,0,77,7,2020-07-01T10:17:29,2020-07-02T09:57:25
864,864,197,0,56,7,2020-07-01T09:30:31,2020-07-02T06:26:38
865,865,321,1,65,7,2020-07-08T14:05:21,2020-07-08T22:23:02
866,866,378,0,39,7,2020-07-03T13:11:37,2020-07-04T08:16:03
867,867,292,1,29,7,2020-06-17T11:21:16,2020-06-18T10:27:04
868,868,256,1,36,7,2020-06-21T13:08:00,2020-06-22T08:27:31
869,869,222,1,74,7,2020-06-22T11:42:37,2020-06-22T21:17:01
870,870,17,0,46,7,2020-06-17T05:46:51,2020-06-18T04:12:34
871,871,257,0,25,7,2020-06-28T03:42:08,2020-06-29T03:14:43
872,872,416,0,14,7,2020-07-08T06:14:42,2020-07-08T17:10:16
873,873,140,1,70,7,2020-06-26T08:56:57,2020-06-26T17:42:03
874,874,335,1,100,7,2020-06-21T10:01:23,2020-06-21T18:09:50
875,875,221,0,74,7,2020-06-12T06:10:38,2020-06-12T20:45:34
876,876,179,0,73,7,2020-06-13T01:23:00,2020-06-13T16:13:07
877,877,42,0,84,7,2020-06-25T16:36:33,2020-06-26T02:50:56
878,878,363,1,58,7,2020-06-21T02:10:46,2020-06-21T08:24:36
879,879,93,1,20,7,2020-06-10T18:57:33,2020-06-11T01:52:04
880,880,158,0,93,7,2020-06-25T14:55:36,2020-06-25T19:43:01
881,881,48,1,24,7,2020-06-21T10:34:48,2020-06-21T11:22:17
882,882,343,1,36,7,2020-06-10T17:03:10,2020-06-11T12:41:00
883,883,464,0,36,7,2020-06-11T23:37:04,2020-06-12T03:04:41
884,884,423,1,2,7,2020-07-06T04:30:06,2020-07-06T09:35:59
885,885,475,1,57,7,2020-06-26T00:40:06,2020-06-26T10:58:11
886,886,31,0,38,7,2020-06-23T23:20:21,2020-06-24T05:43:14
887,887,218,1,45,7,2020-06-25T13:36:49,2020-06-26T08:13:22
888,888,94,0,24,7,2020-06-17T16:35:39,2020-06-18T02:50:24
889,889,3,1,97,7,2020-06-24T19:08:27,2020-06-25T13:38:59
890,890,424,1,96,7,2020-06-08T21:00:47,2020-06-09T18:18:00
891,891,178,0,76,7,2020-07-07T12:50:57,2020-07-08T12:36:34
892,892,133,1,39,7,2020-06-24T17:24:03,2020-06-24T18:50:53
893,893,364,1,59,7,2020-06-11T13:41:54,2020-06-12T09:26:33
894,894,387,0,32,7,2020-06-09T13:14:37,2020-06-10T11:09:22
895,895,11,1,59,7,2020-06-22T21:31:51,2020-06-23T01:15:47
896,896,494,1,35,7,2020-06-15T01:47:56,2020-06-15T08:23:31
897,897,308,1,84,7,2020-06-09T21:06:24,2020-06-10T04:52:36
898,898,132,0,5,7,2020-07-03T20:02:14,2020-07-03T23:56:50
899,899,41,0,36,7,2020-07-08T11:59:04,2020-07-09T00:03:37
900,900,9,1,3,7,2020-06-20T00:53:43,2020-06-20T19:55:46
901,901,248,0,74,7,2020-06-22T18:59:56,2020-06-23T09:24:00
902,902,162,0,62,7,2020-06-20T03:16:21,2020-06-20T05:45:17
903,903,2,1,8,7,2020-06-12T02:14:09,2020-06-12T09:13:38
904,904,245,1,78,7,2020-06-11T17:57:24,2020-06-12T09:17:09
905,905,259,1,19,7,2020-07-05T08:22:39,2020-07-06T05:22:16
906,906,397,0,34,7,2020-06-13T22:59:58,2020-06-14T15:23:06
907,907,112,1,39,7,2020-06-13T06:02:38,2020-06-13T10:50:37
908,908,471,1,73,7,2020-07-08T11:36:02,2020-07-09T08:10:04
909,909,126,1,45,7,2020-06-27T16:07:02,2020-06-27T17:09:53
910,910,82,1,3,7,2020-06-21T06:50:02,2020-06-21T21:02:37
911,911,161,0,20,7,2020-07-08T14:44:36,2020-07-09T07:40:20
912,912,357,0,23,7,2020-07-05T05:58:25,2020-07-05T08:02:11
913,913,343,1,43,7,2020-06-27T17:18:12,2020-06-28T02:21:13
914,914,264,0,100,7,2020-06-11T03:59:45,2020-06-11T17:45:01
915,915,33,0,100,7,2020-06-28T04:38:16,2020-06-28T15:47:56
916,916,100,1,34,7,2020-06-10T00:13:02,2020-06-10T00:25:26
917,917,399,0,97,7,2020-06-20T13:30:05,2020-06-21T06:51:17
918,918,203,0,94,7,2020-06-29T00:59:46,2020-06-29T01:09:22
919,919,297,0,28,7,2020-06-10T03:50:13,2020-06-11T02:14:33
920,920,311,0,101,7,2020-07-01T13:52:06,2020-07-01T14:48:47
921,921,260,0,21,7,2020-07-01T17:05:06,2020-07-02T00:20:43
922,922,428,0,85,7,2020-06-12T17:11:04,2020-06-13T00:13:33
923,923,169,1,100,7,2020-06-18T14:20:07,2020-06-19T02:52:11
924,924,241,0,42,7,2020-07-06T12:55:08,2020-07-06T14:45:18
925,925,339,0,41,7,2020-06-28T19:31:14,2020-06-28T22:10:54
926,926,373,0,18,7,2020-06-18T11:20:33,2020-06-18T22:32:21
927,927,229,0,24,7,2020-06-24T04:46:04,2020-06-24T19:36:47
928,928,184,1,6,7,2020-07-05T13:06:14,2020-07-06T07:56:24
929,929,204,1,66,7,2020-07-08T11:01:41,2020-07-08T17:28:18
930,930,24,0,25,7,2020-06-20T11:12:20,2020-06-20T12:46:09
931,931,371,1,48,7,2020-06-11T18:41:10,2020-06-12T11:10:22
932,932,316,0,11,7,2020-06-23T00:33:38,2020-06-23T16:29:26
933,933,61,0,52,7,2020-06-25T10:19:01,2020-06-25T19:52:23
934,934,396,0,76,7,2020-06-29T10:15:48,2020-06-29T23:11:09
935,935,466,1,17,7,2020-06-13T18:20:32,2020-06-14T06:02:43
936,936,169,1,22,7,2020-06-29T13:21:11,2020-06-29T15:46:58
937,937,430,0,19,7,2020-07-03T00:06:41,2020-07-03T06:06:58
938,938,321,0,78,7,2020-06-13T16:24:06,2020-06-14T00:50:05
939,939,176,0,97,7,2020-07-06T12:51:54,2020-07-06T16:54:02
940,940,468,1,10,7,2020-06-10T06:25:41,2020-06-10T23:39:45
941,941,105,1,46,7,2020-06-23T06:57:37,2020-06-23T15:09:51
942,942,55,0,34,7,2020-07-07T16:54:19,2020-07-08T05:19:59
943,943,302,1,60,7,2020-06-16T14:21:58,2020-06-17T04:59:42
944,944,183,1,24,7,2020-06-09T01:24:46,2020-06-09T14:57:22
945,945,286,1,67,7,2020-06-20T16:20:41,2020-06-21T00:21:24
946,946,41,0,97,7,2020-06-23T16:03:09,2020-06-24T04:01:45
947,947,410,1,13,7,2020-06-26T01:54:27,2020-06-27T00:29:25
948,948,340,0,31,7,2020-06-21T21:14:51,2020-06-22T00:43:44
949,949,356,1,95,7,2020-06-17T16:22:26,2020-06-17T21:47:25
950,950,331,0,13,7,2020-06-16T00:59:54,2020-06-16T07:33:32
951,951,312,1,64,7,2020-07-03T23:24:49,2020-07-04T13:12:12
952,952,402,1,71,7,2020-06-26T03:59:09,2020-06-26T23:47:45
953,953,479,0,21,7,2020-06-28T07:22:48,2020-06-28T12:37:30
954,954,193,1,69,7,2020-06-20T18:50:49,2020-06-21T16:38:15
955,955,253,1,12,7,2020-06-28T21:30:23,2020-06-29T08:30:04
956,956,369,1,49,7,2020-07-03T00:10:18,2020-07-03T21:31:27
957,957,153,1,79,7,2020-07-04T04:29:59,2020-07-04T10:55:11
958,958,214,1,67,7,2020-06-30T14:46:43,2020-06-30T18:13:11
959,959,409,0,19,7,2020-07-07T18:53:36,2020-07-08T06:42:57
960,960,201,1,91,7,2020-06-16T04:03:10,2020-06-16T14:01:35
961,961,22,0,93,7,2020-06-22T07:50:53,2020-06-23T06:01:21
962,962,396,1,83,7,2020-06-15T15:48:35,2020-06-15T23:57:18
963,963,465,1,10,7,2020-07-05T06:20:10,2020-07-05T11:37:53
964,964,131,1,3,7,2020-06-18T14:27:46,2020-06-18T18:22:48
965,965,66,0,39,7,2020-06-20T04:10:22,2020-06-20T05:27:56
966,966,200,1,39,7,2020-06-28T23:13:17,2020-06-29T14:09:53
967,967,201,1,89,7,2020-07-02T17:22:25,2020-07-03T16:15:45
968,968,67,0,18,7,2020-06-28T22:32:51,2020-06-29T19:33:52
969,969,375,0,2,7,2020-07-01T06:53:15,2020-07-01T16:44:08
970,970,324,1,33,7,2020-06-15T14:54:05,2020-06-15T20:21:59
971,971,101,1,49,7,2020-06-29T08:52:29,2020-06-29T20:19:19
972,972,384,1,54,7,2020-06-15T12:35:37,2020-06-16T06:20:49
973,973,451,1,90,7,2020-06-23T10:10:20,2020-06-24T06:12:42
974,974,119,1,28,7,2020-06-28T12:48:47,2020-06-29T08:39:43
975,975,45,1,43,7,2020-06-22T15:08:36,2020-06-22T23:26:21
976,976,213,0,51,7,2020-07-04T11:03:31,2020-07-04T17:23:50
977,977,460,1,54,7,2020-07-02T07:20:05,2020-07-02T08:59:04
978,978,15,0,98,7,2020-06-18T16:30:32,2020-06-18T19:06:26
979,979,155,0,95,7,2020-06-18T05:41:38,2020-06-18T19:22:23
980,980,83,1,8,7,2020-06-30T15:28:44,2020-07-01T03:27:42
981,981,500,0,4,7,2020-07-06T15:55:05,2020-07-07T10:11:37
982,982,138,0,80,7,2020-06-12T05:04:04,2020-06-13T04:28:42
983,983,302,0,48,7,2020-06-21T08:58:18,2020-06-21T13:07:21
984,984,223,0,12,7,2020-06-24T23:16:31,2020-06-25T07:28:09
985,985,343,0,40,7,2020-06-14T10:02:45,2020-06-14T16:56:33
986,986,405,0,21,7,2020-06-12T15:02:59,2020-06-13T03:38:35
987,987,211,1,22,7,2020-06-14T22:10:51,2020-06-15T15:01:15
988,988,270,0,11,7,2020-06-27T16:33:45,2020-06-28T07:59:26
989,989,152,0,92,7,2020-06-17T00:17:03,2020-06-17T09:46:03
990,990,333,0,89,7,2020-07-04T15:01:10,2020-07-05T00:02:44
991,991,433,0,37,7,2020-07-03T19:02:15,2020-07-04T01:33:54
992,992,192,0,57,7,2020-06-11T10:53:38,2020-06-12T10:31:12
993,993,486,1,43,7,2020-06-19T22:48:56,2020-06-20T12:03:58
994,994,93,1,98,7,2020-06-11T21:54:12,2020-06-11T22:36:33
995,995,294,0,36,7,2020-07-03T16:39:59,2020-07-03T19:54:21
996,996,366,1,44,7,2020-07-03T15:28:34,2020-07-03T21:35:35
997,997,329,1,5,7,2020-06-14T14:59:32,2020-06-14T16:48:29
998,998,419,0,88,7,2020-06-28T00:54:03,2020-06-28T16:39:22
999,999,184,0,17,7,2020-07-05T13:59:49,2020-07-05T15:35:50
1000,1000,454,1,51,7,2020-07-01T11:42:25,2020-07-02T02:48:18
1001,1001,126,0,84,7,2020-06-17T07:21:59,2020-06-18T02:16:14
1002,1002,448,1,47,7,2020-07-08T14:53:30,2020-07-08T18:14:43
1003,1003,248,0,88,7,2020-07-07T02:55:36,2020-07-07T05:22:19
1004,1004,8,1,78,7,2020-07-04T19:59:15,2020-07-04T23:20:10
1005,1005,119,1,79,7,2020-06-24T01:03:40,2020-06-25T00:28:21
1006,1006,298,1,39,7,2020-07-05T01:13:44,2020-07-05T06:37:10
1007,1007,268,0,95,7,2020-06-21T04:09:29,2020-06-21T10:23:04
1008,1008,102,0,3,7,2020-06-24T15:35:29,2020-06-25T10:38:29
1009,1009,437,1,1,7,2020-06-08T19:52:23,2020-06-09T17:23:24
1010,1010,304,1,15,7,2020-06-24T13:31:39,2020-06-24T22:15:32
1011,1011,82,1,80,7,2020-07-08T08:01:16,2020-07-09T06:32:10
1012,1012,216,1,88,7,2020-06-29T00:57:29,2020-06-29T03:30:19
1013,1013,115,1,57,7,2020-07-02T00:46:26,2020-07-02T22:58:03
1014,1014,240,0,81,7,2020-06-26T13:31:10,2020-06-26T18:19:19
1015,1015,23,1,17,7,2020-06-14T22:43:54,2020-06-15T13:09:57
1016,1016,147,0,46,7,2020-06-18T00:06:59,2020-06-18T23:42:51
1017,1017,266,0,85,7,2020-06-21T14:29:29,2020-06-22T07:21:34
1018,1018,109,0,45,7,2020-06-09T05:14:50,2020-06-09T21:03:56
1019,1019,360,1,85,7,2020-06-19T20:26:52,2020-06-20T01:33:42
1020,1020,281,0,101,7,2020-06-20T07:01:46,2020-06-20T10:08:25
1021,1021,279,0,79,7,2020-06-29T21:38:15,2020-06-30T05:45:14
1022,1022,135,1,72,7,2020-06-22T14:50:42,2020-06-22T22:07:29
1023,1023,207,0,80,7,2020-07-07T09:07:29,2020-07-08T00:25:24
1024,1024,272,0,81,7,2020-07-01T09:29:13,2020-07-01T22:04:48
1025,1025,363,0,78,7,2020-06-30T09:21:47,2020-07-01T03:33:22
1026,1026,38,0,101,7,2020-06-11T05:50:58,2020-06-12T04:19:46
1027,1027,337,0,16,7,2020-07-01T17:34:12,2020-07-02T14:34:35
1028,1028,407,1,48,7,2020-06-22T03:45:24,2020-06-22T05:14:28
1029,1029,301,0,35,7,2020-06-26T14:47:56,2020-06-27T10:38:01
1030,1030,354,0,44,7,2020-06-10T02:27:28,2020-06-10T13:02:16
1031,1031,176,0,23,7,2020-06-12T22:15:00,2020-06-13T11:54:30
1032,1032,272,1,32,7,2020-06-10T12:32:45,2020-06-10T15:48:28
1033,1033,148,0,42,7,2020-07-02T00:33:48,2020-07-02T17:44:13
1034,1034,160,1,45,7,2020-07-01T15:21:20,2020-07-02T02:45:17
1035,1035,154,1,15,7,2020-06-16T23:17:50,2020-06-17T15:40:20
1036,1036,254,1,51,7,2020-06-24T15:54:20,2020-06-25T11:34:38
1037,1037,58,0,87,7,2020-07-03T04:23:25,2020-07-03T12:08:54
1038,1038,423,1,60,7,2020-06-30T10:41:38,2020-07-01T10:06:34
1039,1039,334,0,33,7,2020-06-18T17:48:53,2020-06-19T08:58:21
1040,1040,393,1,98,7,2020-07-01T01:32:53,2020-07-01T08:11:26
1041,1041,172,1,31,7,2020-07-07T23:27:30,2020-07-08T05:00:37
1042,1042,433,0,100,7,2020-06-28T20:30:54,2020-06-29T05:03:23
1043,1043,41,1,47,7,2020-06-22T08:58:35,2020-06-22T19:25:21
1044,1044,161,0,39,7,2020-06-21T05:38:08,2020-06-21T11:02:22
1045,1045,405,1,43,7,2020-06-17T02:16:04,2020-06-17T21:44:00
1046,1046,298,0,35,7,2020-06-16T18:22:49,2020-06-17T16:27:52
1047,1047,363,0,21,7,2020-06-25T13:33:41,2020-06-26T04:37:54
1048,1048,410,0,60,7,2020-06-18T07:25:50,2020-06-18T21:28:19
1049,1049,71,1,26,7,2020-06-08T22:56:41,2020-06-09T13:16:47
1050,1050,376,0,26,7,2020-07-06T09:10:03,2020-07-06T16:03:10
1051,1051,109,1,34,7,2020-06-26T08:28:24,2020-06-27T03:21:17
1052,1052,435,1,7,7,2020-06-14T05:17:12,2020-06-15T03:28:12
1053,1053,145,0,20,7,2020-06-28T20:37:03,2020-06-29T20:03:40
1054,1054,189,0,61,7,2020-06-29T02:57:45,2020-06-29T15:56:01
1055,1055,369,0,35,7,2020-06-27T08:25:40,2020-06-27T20:48:26
1056,1056,398,1,14,7,2020-06-27T01:17:40,2020-06-28T00:00:57
1057,1057,427,1,31,7,2020-06-30T16:02:16,2020-07-01T05:35:49
1058,1058,426,1,36,7,2020-07-04T15:41:20,2020-07-05T01:48:51
1059,1059,418,1,56,7,2020-06-24T08:24:16,2020-06-24T23:49:09
1060,1060,258,1,35,7,2020-06-13T21:29:04,2020-06-13T22:54:40
1061,1061,166,1,32,7,2020-06-22T20:53:35,2020-06-23T06:00:42
1062,1062,470,1,55,7,2020-06-20T19:34:08,2020-06-20T22:12:30
1063,1063,206,1,41,7,2020-06-10T11:35:43,2020-06-10T16:10:47
1064,1064,293,1,34,7,2020-06-10T17:49:02,2020-06-10T17:51:56
1065,1065,75,1,19,7,2020-07-06T04:16:36,2020-07-06T05:51:39
1066,1066,81,1,90,7,2020-06-23T06:43:55,2020-06-23T07:48:30
1067,1067,149,0,86,7,2020-06-13T20:29:33,2020-06-14T06:41:09
1068,1068,334,0,43,7,2020-06-16T01:17:25,2020-06-16T16:12:26
1069,1069,338,0,76,7,2020-07-08T03:33:27,2020-07-09T02:42:37
1070,1070,378,1,11,7,2020-06-12T21:14:09,2020-06-13T16:27:33
1071,1071,358,0,74,7,2020-06-18T15:23:37,2020-06-19T12:05:27
1072,1072,459,0,50,7,2020-06-10T02:18:54,2020-06-10T05:37:33
1073,1073,27,0,98,7,2020-07-01T11:25:04,2020-07-02T06:18:04
1074,1074,98,1,46,7,2020-07-03T22:29:15,2020-07-04T03:58:39
1075,1075,324,1,70,7,2020-06-10T05:00:49,2020-06-10T22:18:44
1076,1076,73,0,52,7,2020-06-18T13:06:27,2020-06-19T04:53:56
1077,1077,403,1,33,7,2020-06-25T17:05:37,2020-06-26T17:04:03
1078,1078,293,0,28,7,2020-06-11T06:30:21,2020-06-12T05:21:23
1079,1079,390,1,35,7,2020-06-12T16:01:54,2020-06-13T07:56:05
1080,1080,82,1,47,7,2020-06-15T17:10:32,2020-06-15T23:36:09
1081,1081,295,0,15,7,2020-06-19T03:52:58,2020-06-19T23:11:05
1082,1082,93,0,1,7,2020-06-21T10:40:38,2020-06-22T06:41:09
1083,1083,149,0,40,7,2020-07-07T16:18:15,2020-07-07T18:12:56
1084,1084,199,0,67,7,2020-06-26T09:03:58,2020-06-27T03:20:52
1085,1085,219,0,94,7,2020-06-23T14:45:22,2020-06-24T09:15:31
1086,1086,35,0,53,7,2020-06-30T06:37:27,2020-06-30T11:25:42
1087,1087,107,0,95,7,2020-06-26T00:07:24,2020-06-26T09:28:15
1088,1088,373,1,93,7,2020-06-09T09:22:30,2020-06-10T08:08:41
1089,1089,39,0,37,7,2020-06-19T09:25:47,2020-06-20T03:10:42
1090,1090,48,0,92,7,2020-06-24T20:30:22,2020-06-25T07:28:24
1091,1091,177,0,38,7,2020-06-27T11:17:47,2020-06-28T10:53:22
1092,1092,312,1,8,7,2020-06-19T05:36:23,2020-06-19T18:01:34
1093,1093,319,1,44,7,2020-07-07T21:31:53,2020-07-08T12:34:57
1094,1094,236,1,42,7,2020-06-14T06:32:52,2020-06-14T11:41:52
1095,1095,175,0,39,7,2020-06-18T12:58:29,2020-06-19T01:30:12
1096,1096,158,1,42,7,2020-06-12T02:48:18,2020-06-12T18:07:15
1097,1097,77,1,57,7,2020-06-29T11:31:06,2020-06-29T14:48:41
1098,1098,342,1,63,7,2020-06-30T13:47:01,2020-06-30T18:33:29
1099,1099,111,0,81,7,2020-06-19T16:03:05,2020-06-19T22:12:04
1100,1100,58,1,65,7,2020-07-04T12:58:29,2020-07-05T08:54:49
1101,1101,409,1,24,7,2020-06-24T23:46:27,2020-06-25T04:08:04
1102,1102,467,0,49,7,2020-06-20T19:59:11,2020-06-20T20:31:48
1103,1103,94,1,44,7,2020-07-04T22:36:20,2020-07-05T20:21:25
1104,1104,66,1,93,7,2020-06-23T01:07:14,2020-06-23T04:27:59
1105,1105,416,1,26,7,2020-06-17T18:50:15,2020-06-17T19:28:14
1106,1106,50,0,43,7,2020-07-04T20:26:24,2020-07-05T05:01:00
1107,1107,193,1,90,7,2020-07-01T07:15:33,2020-07-01T17:48:28
1108,1108,178,0,19,7,2020-06-24T10:21:23,2020-06-24T17:56:01
1109,1109,16,0,17,7,2020-06-14T07:59:29,2020-06-15T02:44:00
1110,1110,425,0,90,7,2020-07-01T16:41:48,2020-07-01T20:38:03
1111,1111,25,1,80,7,2020-06-29T19:28:11,2020-06-30T13:35:29
1112,1112,162,0,81,7,2020-06-22T20:50:06,2020-06-23T09:44:39
1113,1113,113,1,22,7,2020-06-29T19:27:38,2020-06-30T16:21:58
1114,1114,381,0,52,7,2020-06-09T03:39:06,2020-06-09T13:35:21
1115,1115,262,1,91,7,2020-06-25T23:40:23,2020-06-26T21:01:40
1116,1116,333,1,2,7,2020-06-30T05:21:40,2020-06-30T09:22:13
1117,1117,152,1,17,7,2020-06-20T05:14:24,2020-06-20T18:32:17
1118,1118,117,0,25,7,2020-06-25T06:14:43,2020-06-25T10:09:10
1119,1119,119,1,86,7,2020-06-10T05:50:43,2020-06-11T02:23:28
1120,1120,476,0,55,7,2020-06-10T08:22:29,2020-06-10T12:39:13
1121,1121,360,1,80,7,2020-07-08T15:06:10,2020-07-08T23:54:37
1122,1122,243,0,46,7,2020-06-09T05:47:53,2020-06-10T04:02:15
1123,1123,163,1,14,7,2020-06-22T20:26:52,2020-06-23T11:36:27
1124,1124,239,1,60,7,2020-06-13T06:34:39,2020-06-13T11:12:09
1125,1125,465,1,17,7,2020-06-21T03:36:26,2020-06-21T18:47:33
1126,1126,94,0,85,7,2020-06-09T12:27:42,2020-06-09T13:46:36
1127,1127,94,0,58,7,2020-06-10T14:51:52,2020-06-10T18:03:57
1128,1128,32,0,41,7,2020-06-22T00:49:01,2020-06-22T12:25:25
1129,1129,348,1,49,7,2020-06-15T00:56:39,2020-06-15T19:56:14
1130,1130,64,1,81,7,2020-06-23T00:27:50,2020-06-23T05:00:10
1131,1131,335,1,95,7,2020-06-16T17:21:04,2020-06-16T22:49:03
1132,1132,259,0,24,7,2020-07-07T07:55:20,2020-07-08T06:17:35
1133,1133,482,0,90,7,2020-06-15T05:14:45,2020-06-15T14:08:11
1134,1134,413,1,7,7,2020-07-03T14:47:53,2020-07-04T13:49:33
1135,1135,449,1,32,7,2020-06-12T17:08:50,2020-06-13T16:06:10
1136,1136,66,0,10,7,2020-06-27T08:01:37,2020-06-28T00:01:48
1137,1137,78,1,76,7,2020-06-27T02:29:28,2020-06-27T23:12:47
1138,1138,104,0,35,7,2020-06-24T09:42:44,2020-06-25T04:17:34
1139,1139,36,1,20,7,2020-06-26T17:48:57,2020-06-26T22:19:02
1140,1140,222,1,63,7,2020-06-20T17:29:46,2020-06-20T18:22:02
1141,1141,179,1,68,7,2020-07-08T06:25:39,2020-07-08T21:55:03
1142,1142,144,0,77,7,2020-06-18T10:49:00,2020-06-19T09:13:47
1143,1143,331,0,81,7,2020-07-04T11:00:51,2020-07-05T07:12:15
1144,1144,300,0,10,7,2020-06-13T11:54:46,2020-06-14T03:10:25
1145,1145,396,0,8,7,2020-07-03T22:56:28,2020-07-04T06:39:43
1146,1146,133,1,33,7,2020-06-22T19:50:23,2020-06-23T03:32:23
1147,1147,258,0,96,7,2020-06-25T21:48:08,2020-06-26T14:13:36
1148,1148,378,1,6,7,2020-07-08T01:40:02,2020-07-08T09:43:25
1149,1149,217,0,31,7,2020-06-10T21:05:17,2020-06-11T10:56:47
1150,1150,339,1,84,7,2020-07-06T00:01:13,2020-07-06T14:20:52
1151,1151,184,0,30,7,2020-07-01T22:14:30,2020-07-02T08:45:06
1152,1152,209,1,99,7,2020-06-14T04:31:09,2020-06-14T19:57:21
1153,1153,182,1,64,7,2020-06-14T00:31:24,2020-06-14T16:45:22
1154,1154,461,1,54,7,2020-06-30T02:50:21,2020-06-30T07:10:01
1155,1155,47,0,16,7,2020-06-22T05:26:19,2020-06-22T19:50:30
1156,1156,8,0,98,7,2020-06-29T05:06:15,2020-06-29T11:36:41
1157,1157,343,0,72,7,2020-07-05T10:19:47,2020-07-05T16:07:37
